epoch,accuracy,loss,val_accuracy,val_loss
0,0.42229199409484863,1.6042191982269287,0.5043749809265137,1.28910231590271
1,0.6543750166893005,1.0686063766479492,0.5831249952316284,1.078951358795166
2,0.7040625214576721,0.9153436422348022,0.6524999737739563,0.9539579153060913
3,0.7481250166893005,0.7680121064186096,0.7275000214576721,0.7652263641357422
4,0.78125,0.6735753417015076,0.7337499856948853,0.7406431436538696
