epoch,accuracy,loss,val_accuracy,val_loss
0,0.4533751904964447,1.6097711324691772,0.5212500095367432,1.2612502574920654
1,0.659375011920929,1.0840990543365479,0.6587499976158142,0.9931786060333252
2,0.7225000262260437,0.8955786228179932,0.6974999904632568,0.8723670244216919
3,0.7525902390480042,0.7915934920310974,0.7237499952316284,0.7868813276290894
4,0.7805337309837341,0.6982167959213257,0.7568749785423279,0.7213323712348938
