epoch,accuracy,loss,val_accuracy,val_loss
0,0.15437500178813934,2.1549742221832275,0.1887499988079071,2.049408197402954
1,0.2332810014486313,1.954011082649231,0.3187499940395355,1.8544676303863525
2,0.3140625059604645,1.7711546421051025,0.39750000834465027,1.7514454126358032
3,0.3746874928474426,1.6578423976898193,0.4387499988079071,1.6108325719833374
4,0.4321874976158142,1.553679347038269,0.4556249976158142,1.5296244621276855
